표현,accord,해당군 수,해당군 비율,전체 비율,배수,배수 CI하한,순환,신호
휴양지,tuberose,81,0.06688687035507845,0.03923938441704939,1.7045851087820918,1.3459940948411597,False,True
휴양지,aquatic,112,0.09248554913294797,0.06429780033840947,1.4383936720413752,1.1846170580897983,False,False
휴양지,fruity,631,0.5210569777043765,0.3645153492869229,1.4294514036889958,1.3522628839576587,False,False
휴양지,sweet,899,0.7423616845582164,0.5450809765530578,1.3619291747305282,1.3167398372500743,False,False
휴양지,ozonic,71,0.058629232039636665,0.04463782128756748,1.313442958202041,1.017015474402702,False,False
휴양지,white floral,430,0.3550784475639967,0.27693175408911447,1.2821875509795646,1.1848620058663832,False,False
휴양지,rum,30,0.02477291494632535,0.0193376843123036,1.2810693641618498,0.8283584479980436,False,False
휴양지,vanilla,530,0.43765483071841454,0.3528321650149061,1.2404051390834079,1.1612127987191523,False,False
휴양지,fresh,347,0.2865400495458299,0.24027072758037224,1.1925716146590526,1.0865826617252692,False,False
휴양지,citrus,589,0.48637489677952106,0.41447103376037386,1.1734834455541672,1.1055633149914745,False,False
